movieName,pageRank,ratingcount
Coneheads,1.914149972698976,55
"Goonies, The",1.914129338966548,51
"Avengers, The",1.9125467649403465,46
Splash,1.9116918909164269,52
Elizabeth,1.909182866595513,48
Star Trek III: The Search for Spock,1.90873052502176,54
Sneakers,1.9029850936125339,51
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),1.9024397928436614,49
(500) Days of Summer,1.9023500013413959,45
"Fly, The",1.8987875903542188,47
Charlie and the Chocolate Factory,1.8970194276245977,47
Army of Darkness,1.8963719379364992,52
Space Jam,1.8920447954870363,50
Lawrence of Arabia,1.8915363890358359,51
Fatal Attraction,1.8914413055398072,49
"Jerk, The",1.8867248999358333,51
Tombstone,1.883600057143489,57
Sabrina,1.882900100884368,53
My Fair Lady,1.882736387050515,51
Alice in Wonderland,1.8825974249310433,49
Bowfinger,1.8764959926910867,51
"Manchurian Candidate, The",1.8718498133477002,49
"Deer Hunter, The",1.8705459648466116,48
Species,1.8698703783302086,55
Black Hawk Down,1.868075707359426,49
From Dusk Till Dawn,1.8653664853832246,48
Last Action Hero,1.8618735260644217,53
Patriot Games,1.861523754759525,48
"Crying Game, The",1.8589874081528972,50
Escape from New York,1.8573454985668012,48
Zoolander,1.8555217909925261,46
Primal Fear,1.853212997668266,50
Crash,1.8498021968524538,48
Trading Places,1.8479398776427471,48
Chocolat,1.8467951381112104,45
Deep Impact,1.8464874436541703,48
Beverly Hills Cop III,1.8457835252786663,57
Scarface,1.843713001353783,49
"Hangover, The",1.8436535130386784,44
"Jungle Book, The",1.8430429073361108,46
James and the Giant Peach,1.8415744620854038,53
"Ring, The",1.8407130523107411,48
"French Connection, The",1.840054883493057,46
"Great Escape, The",1.8326081575790825,49
Gremlins,1.8251767931604324,47
The Butterfly Effect,1.8245531836610405,48
Batman & Robin,1.823229937076055,47
Say Anything...,1.8226821967230484,47
Gandhi,1.8212945120794954,46
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1.8196380331017106,44
Wild Wild West,1.818309031549272,47
"Three Musketeers, The",1.8154275520884073,50
"Social Network, The",1.8130196321552559,43
Mighty Aphrodite,1.8078615943872463,51
Sideways,1.8068638663474315,45
Little Women,1.8040836764941142,51
Austin Powers in Goldmember,1.8018467803346525,45
Cinema Paradiso (Nuovo cinema Paradiso),1.8011046192130111,46
So I Married an Axe Murderer,1.8003444306733722,52
Tin Cup,1.7970199086328766,52
Three Kings,1.793111388814911,46
Tron,1.7930841907115058,47
Mystic River,1.7923915297050481,46
Highlander,1.7908126150815356,49
Napoleon Dynamite,1.7905651788117387,45
Sixteen Candles,1.7904459138706266,46
Fahrenheit 9/11,1.7899941515882003,46
Django Unchained,1.7884551955932502,44
Super Size Me,1.7878779335139123,45
"Insider, The",1.7862310062957687,45
Fear and Loathing in Las Vegas,1.7858072681026882,44
Toy Story 3,1.7823637097635046,42
That Thing You Do!,1.7807720493040995,49
Billy Elliot,1.779121542013022,43
Tomorrow Never Dies,1.7763108353391512,49
"Time to Kill, A",1.7686469413921317,49
Interstellar,1.7677506600160517,43
"Hudsucker Proxy, The",1.765564272343397,49
Harold and Maude,1.764255024245302,44
Superbad,1.7604908463991198,44
Adaptation,1.7591612473579652,42
Beavis and Butt-Head Do America,1.7539677056062835,46
Misery,1.7538930772087118,45
Little Shop of Horrors,1.7509769372094126,45
Star Trek: The Motion Picture,1.7477161790812645,47
Runaway Bride,1.7441838983836557,45
Bull Durham,1.7416292096227137,44
Cool Hand Luke,1.7411688350102057,46
Thelma & Louise,1.740666878477003,45
West Side Story,1.740143509783318,45
Ben-Hur,1.738725803807525,46
"X-Files: Fight the Future, The",1.7335712099858747,47
Alien: Resurrection,1.731721386757342,45
"Hunchback of Notre Dame, The",1.7298036129210517,49
Tommy Boy,1.729699888089369,50
Boys Don't Cry,1.7265617456704592,44
Hook,1.7254732335316236,43
Hot Fuzz,1.7232880019955954,42
Johnny Mnemonic,1.7190055182206416,48
Planet of the Apes,1.7174789584671057,44
Children of Men,1.716432053273327,43
"Last Samurai, The",1.7137874565307258,45
"Player, The",1.7129180771059023,44
Breakfast at Tiffany's,1.7112261732160368,44
Robin Hood: Prince of Thieves,1.709563064411332,44
Pretty in Pink,1.708212536327354,42
Rumble in the Bronx (Hont faan kui),1.7063513766300455,49
"Adventures of Priscilla, Queen of the Desert, The",1.7063102281319609,48
What Women Want,1.7048743898333312,44
Heavenly Creatures,1.7029577555984927,43
Wallace & Gromit: The Best of Aardman Animation,1.7018395760980272,45
"Me, Myself & Irene",1.7011997132158325,43
I Am Legend,1.6959295746067158,42
Mallrats,1.6952438915412706,44
Blue Velvet,1.6932974988739466,41
Ghostbusters II,1.6869402711613373,43
Risky Business,1.68280204049702,42
Disclosure,1.6819534642113687,52
"Right Stuff, The",1.677771972281911,45
Searching for Bobby Fischer,1.6730983753532618,45
"Remains of the Day, The",1.672583351501319,46
Sunset Blvd. (a.k.a. Sunset Boulevard),1.6710453916416006,39
Rush Hour,1.6692976131439292,43
"Bridges of Madison County, The",1.6678915702450667,48
Pearl Harbor,1.6675634875077052,42
Star Trek VI: The Undiscovered Country,1.6675052705871662,47
"King's Speech, The",1.6674086595268516,40
Wedding Crashers,1.666703805170582,42
JFK,1.6650582974051304,42
Sherlock Holmes,1.6645105158265447,40
Stranger than Fiction,1.663306891115215,40
Romy and Michele's High School Reunion,1.6601829945073523,45
Mulholland Drive,1.6563621184774628,39
Double Jeopardy,1.6534037584674384,43
Mulan,1.6526881498286508,42
Bend It Like Beckham,1.6524958282749571,41
Time Bandits,1.6508741417236295,43
In Bruges,1.6487356946541045,38
"River Wild, The",1.6473030792105525,47
"Fast and the Furious, The",1.6453466340085607,40
Nine Months,1.6452589678713185,48
Pi,1.6440504258154682,40
Roger & Me,1.6383432948653822,42
Walk the Line,1.6373988845681597,42
Conspiracy Theory,1.6341324675256659,44
Lethal Weapon 4,1.6300768023074663,42
101 Dalmatians (One Hundred and One Dalmatians),1.6296947565908455,41
War of the Worlds,1.628477169862321,40
Cocoon,1.6245184020598435,43
Billy Madison,1.6214055254447024,42
Chariots of Fire,1.6167989808490586,42
"Last of the Mohicans, The",1.6143719231908953,43
Zombieland,1.6130457308023247,37
"Postman, The (Postino, Il)",1.6108071620117077,45
Midnight Cowboy,1.6066910184028316,39
Emma,1.6060030308653148,41
Cape Fear,1.6059422113532604,39
Bill & Ted's Excellent Adventure,1.6011002268291044,40
"Iron Giant, The",1.5998964905084738,42
Dumbo,1.5995616371363068,42
Willow,1.598739727360125,42
The Hunger Games,1.5967225161032554,38
Swingers,1.5943710931560067,42
American Pie 2,1.5935135832537504,39
Donnie Brasco,1.593340912949835,39
Princess Mononoke (Mononoke-hime),1.5927404810570238,38
Frequency,1.5891921579419683,41
Rob Roy,1.5875729165103076,48
Bad Boys,1.5802355938601205,43
"Lives of Others, The (Das leben der Anderen)",1.5796581081071315,37
"American Werewolf in London, An",1.5794124125564935,38
Network,1.573001084096746,38
Thank You for Smoking,1.5716846745275144,40
All About Eve,1.5659915112407898,38
To Die For,1.5646624604772736,43
"Aristocats, The",1.5615200880848126,42
Entrapment,1.559311371731022,41
Fried Green Tomatoes,1.5586595730273554,40
"Third Man, The",1.5566966898476586,38
"Cider House Rules, The",1.5549060834580257,39
Rosemary's Baby,1.554508231851457,36
"Terminal, The",1.5507189980814704,37
American Graffiti,1.5490080662527963,38
"Streetcar Named Desire, A",1.5484927285421348,40
Black Swan,1.547485220312294,34
"Grand Budapest Hotel, The",1.5439551130774918,35
Guardians of the Galaxy,1.543726929499539,37
Sleeper,1.5425832685450185,39
Collateral,1.5400458768303464,40
Remember the Titans,1.5396702044237343,39
Serenity,1.5364469938980483,40
Shanghai Noon,1.5326009261053035,38
"Simpsons Movie, The",1.5311802012149258,37
Road Trip,1.530853460921074,37
Terminator 3: Rise of the Machines,1.530728714441503,38
Peter Pan,1.5302138667335015,38
L.A. Story,1.5282031272697985,39
Patton,1.526469893273335,40
Wild Things,1.5262709398556504,39
Monty Python's The Meaning of Life,1.5252005521828764,37
"City of Lost Children, The (Cité des enfants perdus, La)",1.5251989508260693,40
Driving Miss Daisy,1.5242612688009045,40
Harry Potter and the Order of the Phoenix,1.5238540166833432,38
Poltergeist,1.5214564327738689,38
"Karate Kid, The",1.5188272091353343,38
Strange Days,1.517476123006002,43
"Brady Bunch Movie, The",1.514846926904855,41
Rebel Without a Cause,1.514666427195991,40
Sister Act,1.5146652153259061,37
"Fisher King, The",1.5142313560974983,37
"Grifters, The",1.514202771295163,40
Dangerous Minds,1.5116117951801669,42
Stripes,1.5109457874581347,40
"Grand Day Out with Wallace and Gromit, A",1.5086950479287995,39
"Thomas Crown Affair, The",1.5049144277149786,39
Blood Diamond,1.501711362132697,37
Blow,1.501547116016561,37
Ronin,1.5008794075166687,40
National Treasure,1.500639078114375,35
"Femme Nikita, La (Nikita)",1.4962816171065,39
First Knight,1.4944837413473302,43
Finding Neverland,1.4940295713112386,37
Road to Perdition,1.4933508174303722,38
Moonstruck,1.4929416550539605,37
Superman II,1.4921660114562347,38
Training Day,1.4916536542430034,37
Scary Movie,1.4892648688098031,37
Junior,1.4884945006550796,42
Gran Torino,1.4873084697476746,36
Lethal Weapon 3,1.4869380174631242,39
Dodgeball: A True Underdog Story,1.4857483599478047,37
Carrie,1.4788439167179301,37
Arsenic and Old Lace,1.4757194399668712,37
Lara Croft: Tomb Raider,1.473636403887516,35
"Planes, Trains & Automobiles",1.4673805509613143,36
"Notebook, The",1.465110553232499,33
Nell,1.4647802123213107,44
Weird Science,1.4641496103029954,36
Anchorman: The Legend of Ron Burgundy,1.459979656531477,34
"20,000 Leagues Under the Sea",1.4598503469459057,37
Bullets Over Broadway,1.4595530770572906,40
"Da Vinci Code, The",1.459287701368005,35
Shallow Grave,1.4578008302678647,38
"Aviator, The",1.4555022924729561,34
About Schmidt,1.4551081146652707,34
Gangs of New York,1.4549514933650252,35
"Gods Must Be Crazy, The",1.4544626541554184,36
101 Dalmatians,1.45422592092813,37
Duck Soup,1.4534509555721158,34
Sleeping Beauty,1.4505003773619265,35
