movieName,pageRank,ratingcount
Blade Runner,5.098023163765648,146
Dumb & Dumber (Dumb and Dumber),5.010198137260727,158
Pirates of the Caribbean: The Curse of the Black Pearl,4.983123956754429,141
One Flew Over the Cuckoo's Nest,4.976170081477553,144
Mrs. Doubtfire,4.966191521785465,153
Indiana Jones and the Last Crusade,4.961261606705411,147
Twister,4.918721293063573,150
Willy Wonka & the Chocolate Factory,4.916772275969223,148
Babe,4.882192948297894,148
"Truman Show, The",4.83927800618063,137
Spider-Man,4.801513035565338,134
Pretty Woman,4.7889543437065365,147
"Godfather: Part II, The",4.78228048774442,135
Star Wars: Episode I - The Phantom Menace,4.730217081077502,138
Goodfellas,4.687460390514959,131
Memento,4.685784329299548,132
"Amelie (Fabuleux destin d'Amélie Poulain, Le)",4.678359788348799,125
Ocean's Eleven,4.652947342510122,130
Ferris Bueller's Day Off,4.648722636585157,133
Reservoir Dogs,4.634093967221247,132
Stargate,4.616808953771197,145
Being John Malkovich,4.611175979712143,126
"Monsters, Inc.",4.605239901252686,130
Die Hard: With a Vengeance,4.504554774758929,142
Léon: The Professional (a.k.a. The Professional) (Léon),4.504205830681061,132
2001: A Space Odyssey,4.484514455725726,123
"Dark Knight, The",4.480283262254364,121
X-Men,4.468461513806934,127
"Clockwork Orange, A",4.461265237547879,121
"Incredibles, The",4.461107183557379,126
"Rock, The",4.439139661135598,135
Alien,4.416703214110533,127
Trainspotting,4.37107494251576,124
L.A. Confidential,4.35240332121132,125
Finding Nemo,4.3384512069109205,122
Toy Story 2,4.31843693481846,125
Home Alone,4.317648981164761,129
"Big Lebowski, The",4.3163883527302005,120
Casablanca,4.29967491172363,117
There's Something About Mary,4.2916263984698375,123
Inception,4.271329792528596,111
Aliens,4.26554745196941,125
Taxi Driver,4.2608199897608525,118
Shakespeare in Love,4.23531482815159,121
Rain Man,4.1924409589789065,119
"Fifth Element, The",4.168746375167613,118
"Breakfast Club, The",4.1567348785743725,117
"Beautiful Mind, A",4.146467672926481,114
"Crouching Tiger, Hidden Dragon (Wo hu cang long)",4.135880114361714,114
Batman Forever,4.135266323292109,129
"Wizard of Oz, The",4.124437146799021,117
Ghost,4.1096749446184235,126
Sleepless in Seattle,4.097755359026507,125
Minority Report,4.065833152188173,115
Interview with the Vampire: The Vampire Chronicles,4.05095570584741,125
Four Weddings and a Funeral,4.0393642010964985,122
Kill Bill: Vol. 1,4.024897413954086,111
Apocalypse Now,4.015396340143427,112
Clueless,4.010046860693939,120
Armageddon,3.923675528188126,113
American Pie,3.9192602043831974,111
Eternal Sunshine of the Spotless Mind,3.913940645592181,106
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,3.8884629010324576,105
Austin Powers: The Spy Who Shagged Me,3.8870874491660508,112
GoldenEye,3.869548285593755,122
Jaws,3.8645331603398563,108
Stand by Me,3.8564077710099123,112
Full Metal Jacket,3.8287728390673226,104
American History X,3.8109802204525214,107
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone),3.8001042294143654,105
Who Framed Roger Rabbit?,3.789241634646116,108
Airplane!,3.7832955531214227,106
Clerks,3.7731736475675968,109
Kill Bill: Vol. 2,3.770832355525002,103
Austin Powers: International Man of Mystery,3.766439188482376,107
Batman Begins,3.745644935070422,105
Big,3.7410453782738293,107
Beetlejuice,3.7344205451637955,104
Office Space,3.715177951821461,106
Jerry Maguire,3.707470137989031,106
"Shining, The",3.7001290846747925,101
"Bug's Life, A",3.6652413318616404,105
Total Recall,3.643552950088611,104
"Green Mile, The",3.642667989029269,103
"Bourne Identity, The",3.6409155337471124,100
Clear and Present Danger,3.6313144018044983,115
Natural Born Killers,3.629522015492924,107
Star Trek: Generations,3.6057486535578116,114
Waterworld,3.5923222676428552,113
Jumanji,3.5856154215433444,107
Chicken Run,3.5851002242424412,99
Catch Me If You Can,3.568899402734359,99
Almost Famous,3.5514150990158915,99
Life Is Beautiful (La Vita è bella),3.5507195574857358,99
As Good as It Gets,3.549424047021873,99
Indiana Jones and the Temple of Doom,3.5474708914149082,98
Back to the Future Part II,3.5306178814090377,99
Heat,3.522812928271664,104
"Firm, The",3.5020575898636275,110
"O Brother, Where Art Thou?",3.4866488887324296,96
Donnie Darko,3.482489702082545,93
Amadeus,3.462547034704805,100
Outbreak,3.4585261836216654,110
Cast Away,3.4568847740607715,96
Snatch,3.441261878910906,95
Dead Man Walking,3.4261185330882524,104
Dead Poets Society,3.4140631435912687,95
Leaving Las Vegas,3.381175481700979,101
Cliffhanger,3.373855815142904,106
"Hunt for Red October, The",3.3643470922279715,97
Back to the Future Part III,3.3361338623694716,94
"Net, The",3.3335912441284083,102
While You Were Sleeping,3.3270740920673627,101
Edward Scissorhands,3.296675228920963,89
Rear Window,3.26583050005008,92
"Blues Brothers, The",3.258325702499328,94
High Fidelity,3.252600129594185,88
Happy Gilmore,3.2365567813950333,94
Citizen Kane,3.2364677038120395,85
Monty Python's Life of Brian,3.2333489148580408,91
Meet the Parents,3.219728994150164,88
Lost in Translation,3.2132162844107057,85
Contact,3.2124667383899346,92
Lethal Weapon,3.202926709258054,90
Grease,3.2015499754815355,90
"Graduate, The",3.192539930282462,89
Get Shorty,3.1856520279193754,95
Casino,3.171872357556279,88
North by Northwest,3.149676906912381,87
"Departed, The",3.1416453670622864,84
Demolition Man,3.1340895173713372,95
Erin Brockovich,3.125913156627926,85
Ace Ventura: When Nature Calls,3.106343226552973,92
Spider-Man 2,3.0867868139157912,84
"Fish Called Wanda, A",3.0768051777773358,89
Harry Potter and the Prisoner of Azkaban,3.0733083691032443,84
"Blair Witch Project, The",3.061752067489277,86
Annie Hall,3.0610818359070406,80
WALL·E,3.0402436491307983,76
"Nightmare Before Christmas, The",3.027772524892975,90
Sin City,3.015316588240587,80
"Birdcage, The",3.0141447116683677,93
Shrek 2,3.0120060517338376,81
When Harry Met Sally...,3.010997340007506,87
Star Wars: Episode II - Attack of the Clones,3.009245336293157,82
"Matrix Reloaded, The",3.008529475326803,82
Broken Arrow,3.005936658318471,93
Gattaca,2.993063879299994,84
Harry Potter and the Chamber of Secrets,2.977666308290675,81
Dave,2.967362395267935,90
Quiz Show,2.9665271529513086,90
Face/Off,2.959520836070144,83
What's Eating Gilbert Grape,2.948890219633226,88
Little Miss Sunshine,2.937056145795442,76
X2: X-Men United,2.9244299159788048,81
Sense and Sensibility,2.912621465199519,86
"Mummy, The",2.90845646946203,79
Mission: Impossible II,2.9048646451076974,81
This Is Spinal Tap,2.901207826595093,82
Dogma,2.891908342952786,79
Run Lola Run (Lola rennt),2.891726635735349,80
Charlie's Angels,2.881329918704132,79
Mars Attacks!,2.8703817689716096,80
To Kill a Mockingbird,2.8691630023014114,80
Psycho,2.8614063024859875,77
Mr. Holland's Opus,2.842860814554011,87
Election,2.840382761486247,79
Philadelphia,2.8292305558406863,86
Chinatown,2.822596127330864,76
12 Angry Men,2.8185479085863645,74
"Sound of Music, The",2.815542211092631,80
Iron Man,2.815506570347752,75
Star Trek: First Contact,2.81295579521394,82
Juno,2.7975526696922812,72
"Bourne Supremacy, The",2.796157380073485,74
Mary Poppins,2.7932955740361463,78
"Little Mermaid, The",2.7868655587127638,78
"Untouchables, The",2.773258514972173,78
"Lock, Stock & Two Smoking Barrels",2.7678682752952004,74
"American President, The",2.7627669329356617,82
Butch Cassidy and the Sundance Kid,2.7386587521362626,75
Ed Wood,2.737062407702777,78
"Game, The",2.722597684371024,76
"South Park: Bigger, Longer and Uncut",2.722549438252785,75
Bridget Jones's Diary,2.7222520699787416,71
Requiem for a Dream,2.7139929495088855,69
"Honey, I Shrunk the Kids",2.710290402750965,76
Wallace & Gromit: The Wrong Trousers,2.7032319837371093,75
Wayne's World,2.6991726141242034,74
"Few Good Men, A",2.694118710594558,76
V for Vendetta,2.6912968131770842,73
"Christmas Story, A",2.6839879123671704,75
Traffic,2.673410813386489,73
City of God (Cidade de Deus),2.6732376765443147,69
Shaun of the Dead,2.6655865994319723,70
My Cousin Vinny,2.6597771930284377,76
Young Frankenstein,2.659669672304411,74
In the Line of Fire,2.6589421375397264,80
Scream,2.6578521890813267,73
"Piano, The",2.6544342024945857,78
It's a Wonderful Life,2.6386807397276044,72
"English Patient, The",2.635836255947324,74
Avatar,2.6236602039068804,67
Superman,2.6231141795656754,75
Raising Arizona,2.598033634531508,70
Vertigo,2.5877910174327927,69
Starship Troopers,2.5692292031452513,72
Ransom,2.568639056408903,76
Some Like It Hot,2.564702766060249,66
"Royal Tenenbaums, The",2.559868189374235,69
Crimson Tide,2.5568575480498947,80
Star Trek II: The Wrath of Khan,2.5495601227377755,72
"Abyss, The",2.5419453243336045,71
Rushmore,2.5357809676741625,68
Top Gun,2.533636826765966,74
Air Force One,2.52987049383878,70
Rocky,2.5133610810920897,69
"Wedding Singer, The",2.5116825613577545,70
Liar Liar,2.5078940001227745,71
Gone with the Wind,2.497357521418781,68
Snow White and the Seven Dwarfs,2.475132293643089,71
Enemy of the State,2.4719790600357268,67
Phenomenon,2.4648335582169723,72
Platoon,2.456813518363631,68
Singin' in the Rain,2.449668359712533,64
Eyes Wide Shut,2.435661043866157,63
Million Dollar Baby,2.4347090274949523,65
True Romance,2.4288627882997695,70
Spirited Away (Sen to Chihiro no kamikakushi),2.426970627044361,63
Field of Dreams,2.4235454842357744,67
Notting Hill,2.422138938843273,64
Galaxy Quest,2.413341918692574,65
Up,2.4123213218820756,61
Batman Returns,2.412198508685903,64
Die Hard 2,2.407568966213013,66
"Bridge on the River Kwai, The",2.405221615438848,65
"Lost World: Jurassic Park, The",2.4043841988402055,67
Inglourious Basterds,2.404196487436119,59
"Exorcist, The",2.3950602977475497,64
Chasing Amy,2.391830715474651,65
"Talented Mr. Ripley, The",2.386226362374337,66
Romancing the Stone,2.384371433295745,65
Pinocchio,2.3819965300601336,66
Ice Age,2.3779414997283848,63
Legends of the Fall,2.3758389623174825,73
Addams Family Values,2.369203982918519,73
Brazil,2.368731435082939,62
"Pianist, The",2.3654642839486746,61
"Nutty Professor, The",2.3616835997904566,68
"Bourne Ultimatum, The",2.358503377473787,61
Blazing Saddles,2.3517797299830314,62
Pleasantville,2.3499850868368912,64
Maverick,2.347875818828209,71
300,2.343737169286765,59
"Sting, The",2.340382088298982,63
You've Got Mail,2.330434579140447,60
"Patriot, The",2.3293864541669524,65
Ratatouille,2.327312608493702,59
Close Encounters of the Third Kind,2.3267032857629615,62
Boogie Nights,2.322486238564544,62
Sling Blade,2.3214967055929763,66
"Client, The",2.321378991429721,70
"Rocky Horror Picture Show, The",2.3193115597705467,63
"Santa Clause, The",2.3080895206061087,70
Star Wars: Episode III - Revenge of the Sith,2.3049918380304115,62
Arachnophobia,2.298562917495223,62
Eraser,2.2966307448455527,69
Fantasia,2.291989579604055,64
Judge Dredd,2.290438760747008,70
Casino Royale,2.284071386914665,61
"Full Monty, The",2.2823503812871557,64
Heathers,2.2801883089713884,61
Grosse Pointe Blank,2.278299413938253,64
Pirates of the Caribbean: Dead Man's Chest,2.2775026480253686,59
"Maltese Falcon, The",2.272059143524444,62
Wallace & Gromit: A Close Shave,2.265230314625773,62
Unbreakable,2.2642476446311037,62
Bowling for Columbine,2.2603413690054914,58
Naked Gun 33 1/3: The Final Insult,2.2537024674747155,67
Robin Hood: Men in Tights,2.245542980625731,65
10 Things I Hate About You,2.2413465640901635,57
Star Trek IV: The Voyage Home,2.2268331630340246,65
Kingpin,2.219627826598502,60
The Devil's Advocate,2.218761872181336,60
Manhattan,2.208277901945894,54
"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",2.2082141574395746,57
A.I. Artificial Intelligence,2.207767389114224,55
Harry Potter and the Goblet of Fire,2.2016092554110864,59
"Truth About Cats & Dogs, The",2.201529631176512,61
Crocodile Dundee,2.2011485983987145,60
Wag the Dog,2.2009131470219243,59
Magnolia,2.198714777506232,57
Best in Show,2.1948524235360654,59
Desperado,2.1878444005779847,63
"Crow, The",2.1815535556878136,67
Jackie Brown,2.1793043493779147,57
Hoop Dreams,2.176751656693487,61
Dragonheart,2.1755195824966074,62
Like Water for Chocolate (Como agua para chocolate),2.175408710605625,62
M*A*S*H (a.k.a. MASH),2.1689502291205542,59
Con Air,2.165568623676078,59
Blade,2.165559226815598,58
"I, Robot",2.1641492034708407,57
Garden State,2.156350277811381,58
"Italian Job, The",2.151224724268362,55
Signs,2.1467686910863586,54
District 9,2.139962225263271,53
Executive Decision,2.137311950919014,61
Animal House,2.134995459665571,59
"League of Their Own, A",2.1348608983036512,57
Planet of the Apes,2.125561851163438,57
Seven Samurai (Shichinin no samurai),2.1236967242979046,54
RoboCop,2.12320920555338,58
Unforgiven,2.119178541999481,57
Big Fish,2.118574596153025,55
Spaceballs,2.112003171028694,58
Shutter Island,2.1108725483569386,51
Pocahontas,2.1074052884228305,61
Bonnie and Clyde,2.099355444863958,56
Basic Instinct,2.097216659532989,56
Gone in 60 Seconds,2.0939101745709814,56
Love Actually,2.0937901027089225,55
City Slickers II: The Legend of Curly's Gold,2.089401589735093,63
"Pan's Labyrinth (Laberinto del fauno, El)",2.085965860806564,52
"Prestige, The",2.0815246820003477,52
"Good Morning, Vietnam",2.078658587102594,53
William Shakespeare's Romeo + Juliet,2.0772588099742695,58
Moulin Rouge,2.0748924994620905,55
"Birds, The",2.073058375759875,51
Witness,2.0707732162762285,56
Congo,2.070368140129777,63
Lethal Weapon 2,2.0694852517274995,57
Cinderella,2.0684826321899843,55
Caddyshack,2.0577481794397996,54
Slumdog Millionaire,2.0540731759252586,52
"Cable Guy, The",2.0531830991842157,59
Much Ado About Nothing,2.047812093397556,60
American Psycho,2.041479584612222,51
Miss Congeniality,2.039621986103501,53
Dirty Dancing,2.039358065778576,53
Goldfinger,2.0368756610812464,53
About a Boy,2.034573351738988,52
Glory,2.02519422853566,58
"Matrix Revolutions, The",2.0200005810301205,54
"Mask of Zorro, The",2.0188101901830535,55
Casper,2.0173129036854442,58
No Country for Old Men,2.014621376117067,49
Grumpier Old Men,2.01346630283943,59
Hot Shots! Part Deux,2.0020540203824333,59
Fast Times at Ridgemont High,1.9810603011598007,52
Raging Bull,1.977615512983139,50
Alien³ (a.k.a. Alien 3),1.9703911690639575,55
Chicago,1.9688682419135308,51
Muriel's Wedding,1.968425635001162,56
My Best Friend's Wedding,1.968371478303087,52
Cruel Intentions,1.9678969953316743,51
Bruce Almighty,1.9667355972043583,50
Dracula (Bram Stoker's Dracula),1.9662259851482509,52
"African Queen, The",1.9661102334429177,50
Beverly Hills Cop,1.9654715985624152,51
Lady and the Tramp,1.9649322092107704,51
Mr. & Mrs. Smith,1.9624426924523435,49
French Kiss,1.9621237763932848,60
Antz,1.959540588938938,53
28 Days Later,1.9587284461493324,52
Star Trek,1.9557965535461241,51
Sleepy Hollow,1.947731299435066,52
Dark City,1.9465037195280213,51
Analyze This,1.9464327306074305,51
Father of the Bride Part II,1.9454872917579187,56
Go,1.944690727044676,50
Predator,1.9409711259180131,53
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",1.9395661664326032,49
"40-Year-Old Virgin, The",1.9392455186076833,51
My Big Fat Greek Wedding,1.9391445901744035,51
School of Rock,1.9351988443334445,51
"Dark Knight Rises, The",1.9304870314193128,48
"Boot, Das (Boat, The)",1.926102203202834,51
Legally Blonde,1.9226635533736194,47
"Perfect Storm, The",1.9226172127938304,53
"Others, The",1.9183679653848773,49
Coneheads,1.914149972698976,55
"Goonies, The",1.9141293389665481,51
"Avengers, The",1.912546764940347,46
Splash,1.9116918909164273,52
Elizabeth,1.9091828665955135,48
Star Trek III: The Search for Spock,1.90873052502176,54
Sneakers,1.902985093612534,51
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),1.9024397928436616,49
(500) Days of Summer,1.902350001341396,45
"Fly, The",1.8987875903542197,47
Charlie and the Chocolate Factory,1.8970194276245982,47
Army of Darkness,1.8963719379364998,52
Space Jam,1.892044795487036,50
Lawrence of Arabia,1.891536389035836,51
Fatal Attraction,1.8914413055398074,49
"Jerk, The",1.8867248999358337,51
Tombstone,1.8836000571434892,57
Sabrina,1.8829001008843684,53
My Fair Lady,1.8827363870505156,51
Alice in Wonderland,1.8825974249310433,49
Bowfinger,1.876495992691087,51
"Manchurian Candidate, The",1.8718498133477008,49
"Deer Hunter, The",1.8705459648466118,48
Species,1.8698703783302089,55
Black Hawk Down,1.8680757073594265,49
From Dusk Till Dawn,1.8653664853832246,48
Last Action Hero,1.8618735260644217,53
Patriot Games,1.8615237547595254,48
"Crying Game, The",1.8589874081528974,50
Escape from New York,1.8573454985668019,48
Zoolander,1.8555217909925268,46
Primal Fear,1.8532129976682665,50
Crash,1.849802196852454,48
Trading Places,1.8479398776427476,48
Chocolat,1.8467951381112107,45
Deep Impact,1.846487443654171,48
Beverly Hills Cop III,1.845783525278667,57
Scarface,1.8437130013537837,49
"Hangover, The",1.843653513038679,44
"Jungle Book, The",1.8430429073361112,46
James and the Giant Peach,1.8415744620854042,53
"Ring, The",1.8407130523107418,48
"French Connection, The",1.840054883493057,46
"Great Escape, The",1.8326081575790825,49
Gremlins,1.8251767931604332,47
The Butterfly Effect,1.8245531836610405,48
Batman & Robin,1.8232299370760554,47
Say Anything...,1.8226821967230487,47
Gandhi,1.8212945120794959,46
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1.819638033101711,44
Wild Wild West,1.8183090315492723,47
"Three Musketeers, The",1.8154275520884078,50
"Social Network, The",1.8130196321552563,43
Mighty Aphrodite,1.8078615943872463,51
Sideways,1.806863866347432,45
Little Women,1.8040836764941144,51
Austin Powers in Goldmember,1.801846780334653,45
Cinema Paradiso (Nuovo cinema Paradiso),1.8011046192130116,46
So I Married an Axe Murderer,1.8003444306733725,52
Tin Cup,1.7970199086328766,52
Three Kings,1.7931113888149113,46
Tron,1.7930841907115063,47
Mystic River,1.7923915297050483,46
Highlander,1.790812615081536,49
Napoleon Dynamite,1.7905651788117396,45
Sixteen Candles,1.790445913870627,46
Fahrenheit 9/11,1.7899941515882005,46
Django Unchained,1.7884551955932502,44
Super Size Me,1.7878779335139128,45
"Insider, The",1.7862310062957687,45
Fear and Loathing in Las Vegas,1.7858072681026882,44
Toy Story 3,1.7823637097635048,42
That Thing You Do!,1.7807720493041004,49
Billy Elliot,1.7791215420130229,43
Tomorrow Never Dies,1.7763108353391515,49
"Time to Kill, A",1.7686469413921322,49
Interstellar,1.7677506600160522,43
"Hudsucker Proxy, The",1.7655642723433973,49
Harold and Maude,1.7642550242453023,44
Superbad,1.7604908463991198,44
Adaptation,1.759161247357965,42
Beavis and Butt-Head Do America,1.753967705606284,46
Misery,1.7538930772087122,45
Little Shop of Horrors,1.7509769372094126,45
Star Trek: The Motion Picture,1.747716179081265,47
Runaway Bride,1.7441838983836562,45
Bull Durham,1.7416292096227142,44
Cool Hand Luke,1.7411688350102061,46
Thelma & Louise,1.7406668784770034,45
West Side Story,1.7401435097833184,45
Ben-Hur,1.7387258038075255,46
"X-Files: Fight the Future, The",1.7335712099858749,47
Alien: Resurrection,1.7317213867573424,45
"Hunchback of Notre Dame, The",1.729803612921052,49
Tommy Boy,1.7296998880893695,50
Boys Don't Cry,1.7265617456704594,44
Hook,1.725473233531624,43
Hot Fuzz,1.7232880019955963,42
Johnny Mnemonic,1.7190055182206418,48
Planet of the Apes,1.7174789584671062,44
Children of Men,1.716432053273328,43
"Last Samurai, The",1.713787456530726,45
"Player, The",1.7129180771059027,44
Breakfast at Tiffany's,1.7112261732160372,44
Robin Hood: Prince of Thieves,1.7095630644113322,44
Pretty in Pink,1.708212536327354,42
Rumble in the Bronx (Hont faan kui),1.7063513766300455,49
"Adventures of Priscilla, Queen of the Desert, The",1.7063102281319615,48
What Women Want,1.7048743898333314,44
Heavenly Creatures,1.7029577555984932,43
Wallace & Gromit: The Best of Aardman Animation,1.7018395760980276,45
"Me, Myself & Irene",1.7011997132158332,43
I Am Legend,1.6959295746067162,42
Mallrats,1.6952438915412706,44
Blue Velvet,1.6932974988739466,41
Ghostbusters II,1.6869402711613375,43
Risky Business,1.6828020404970205,42
Disclosure,1.681953464211369,52
"Right Stuff, The",1.6777719722819118,45
Searching for Bobby Fischer,1.673098375353262,45
"Remains of the Day, The",1.6725833515013198,46
Sunset Blvd. (a.k.a. Sunset Boulevard),1.671045391641601,39
Rush Hour,1.6692976131439294,43
"Bridges of Madison County, The",1.6678915702450667,48
Pearl Harbor,1.6675634875077054,42
Star Trek VI: The Undiscovered Country,1.6675052705871662,47
"King's Speech, The",1.667408659526852,40
Wedding Crashers,1.666703805170582,42
JFK,1.6650582974051304,42
Sherlock Holmes,1.664510515826545,40
Stranger than Fiction,1.6633068911152153,40
Romy and Michele's High School Reunion,1.6601829945073527,45
Mulholland Drive,1.6563621184774635,39
Double Jeopardy,1.6534037584674386,43
Mulan,1.652688149828651,42
Bend It Like Beckham,1.6524958282749576,41
Time Bandits,1.6508741417236297,43
In Bruges,1.6487356946541045,38
"River Wild, The",1.647303079210553,47
"Fast and the Furious, The",1.6453466340085612,40
Nine Months,1.6452589678713188,48
Pi,1.644050425815469,40
Roger & Me,1.6383432948653829,42
Walk the Line,1.6373988845681602,42
Conspiracy Theory,1.6341324675256663,44
Lethal Weapon 4,1.6300768023074663,42
101 Dalmatians (One Hundred and One Dalmatians),1.629694756590846,41
War of the Worlds,1.6284771698623213,40
Cocoon,1.624518402059844,43
Billy Madison,1.6214055254447022,42
Chariots of Fire,1.6167989808490588,42
"Last of the Mohicans, The",1.6143719231908953,43
Zombieland,1.6130457308023252,37
"Postman, The (Postino, Il)",1.610807162011708,45
Midnight Cowboy,1.606691018402832,39
Emma,1.6060030308653153,41
Cape Fear,1.6059422113532607,39
Bill & Ted's Excellent Adventure,1.6011002268291044,40
"Iron Giant, The",1.5998964905084743,42
Dumbo,1.5995616371363073,42
Willow,1.5987397273601252,42
The Hunger Games,1.5967225161032563,38
Swingers,1.5943710931560071,42
American Pie 2,1.5935135832537506,39
Donnie Brasco,1.593340912949835,39
Princess Mononoke (Mononoke-hime),1.5927404810570243,38
Frequency,1.5891921579419683,41
Rob Roy,1.5875729165103079,48
Bad Boys,1.5802355938601205,43
"Lives of Others, The (Das leben der Anderen)",1.5796581081071317,37
"American Werewolf in London, An",1.5794124125564937,38
Network,1.573001084096747,38
Thank You for Smoking,1.571684674527515,40
All About Eve,1.5659915112407905,38
To Die For,1.5646624604772739,43
"Aristocats, The",1.5615200880848126,42
Entrapment,1.5593113717310225,41
Fried Green Tomatoes,1.5586595730273558,40
"Third Man, The",1.556696689847659,38
"Cider House Rules, The",1.554906083458026,39
Rosemary's Baby,1.5545082318514576,36
"Terminal, The",1.5507189980814702,37
American Graffiti,1.5490080662527965,38
"Streetcar Named Desire, A",1.548492728542135,40
Black Swan,1.5474852203122942,34
"Grand Budapest Hotel, The",1.5439551130774916,35
Guardians of the Galaxy,1.5437269294995393,37
Sleeper,1.5425832685450187,39
Collateral,1.5400458768303473,40
Remember the Titans,1.5396702044237343,39
Serenity,1.5364469938980487,40
Shanghai Noon,1.532600926105304,38
"Simpsons Movie, The",1.5311802012149263,37
Road Trip,1.5308534609210742,37
Terminator 3: Rise of the Machines,1.5307287144415034,38
Peter Pan,1.5302138667335021,38
L.A. Story,1.5282031272697991,39
Patton,1.5264698932733352,40
Wild Things,1.5262709398556509,39
Monty Python's The Meaning of Life,1.5252005521828766,37
"City of Lost Children, The (Cité des enfants perdus, La)",1.52519895082607,40
Driving Miss Daisy,1.5242612688009047,40
Harry Potter and the Order of the Phoenix,1.5238540166833432,38
Poltergeist,1.5214564327738693,38
"Karate Kid, The",1.5188272091353343,38
Strange Days,1.5174761230060023,43
"Brady Bunch Movie, The",1.5148469269048548,41
Rebel Without a Cause,1.5146664271959913,40
Sister Act,1.5146652153259061,37
"Fisher King, The",1.514231356097499,37
"Grifters, The",1.5142027712951633,40
Dangerous Minds,1.5116117951801673,42
Stripes,1.5109457874581353,40
"Grand Day Out with Wallace and Gromit, A",1.5086950479288002,39
"Thomas Crown Affair, The",1.5049144277149786,39
Blood Diamond,1.5017113621326976,37
Blow,1.5015471160165614,37
Ronin,1.5008794075166696,40
National Treasure,1.5006390781143748,35
"Femme Nikita, La (Nikita)",1.4962816171065005,39
First Knight,1.4944837413473304,43
Finding Neverland,1.4940295713112388,37
Road to Perdition,1.4933508174303727,38
Moonstruck,1.492941655053961,37
Superman II,1.492166011456235,38
Training Day,1.491653654243004,37
Scary Movie,1.4892648688098031,37
Junior,1.48849450065508,42
Gran Torino,1.487308469747675,36
Lethal Weapon 3,1.4869380174631242,39
Dodgeball: A True Underdog Story,1.4857483599478045,37
Carrie,1.4788439167179304,37
Arsenic and Old Lace,1.4757194399668714,37
Lara Croft: Tomb Raider,1.4736364038875165,35
"Planes, Trains & Automobiles",1.4673805509613147,36
"Notebook, The",1.4651105532324993,33
Nell,1.464780212321311,44
Weird Science,1.4641496103029954,36
Anchorman: The Legend of Ron Burgundy,1.4599796565314773,34
"20,000 Leagues Under the Sea",1.4598503469459057,37
Bullets Over Broadway,1.4595530770572913,40
"Da Vinci Code, The",1.459287701368005,35
Shallow Grave,1.4578008302678647,38
"Aviator, The",1.4555022924729564,34
About Schmidt,1.4551081146652711,34
Gangs of New York,1.4549514933650254,35
"Gods Must Be Crazy, The",1.454462654155419,36
101 Dalmatians,1.4542259209281303,37
Duck Soup,1.4534509555721165,34
Sleeping Beauty,1.4505003773619265,35
Enemy at the Gates,1.449895908652274,37
"Specialist, The",1.4467453019497443,44
